gender,description,link_color,profileimage,sidebar_color,text,cln_desc,cln_text
male,"Helping build a supercomputer, because no-one's making GIANT ROBOTS, anyhow it's keeping busy until the send me to Mars. All tweets CC-BY http://t.co/mtenMjd6xx",F78A22,https://pbs.twimg.com/profile_images/646841457609830400/phgVQRhm_normal.png,E59B38,@bentorkington @NZInlandRevenue ...don't bother with KiwiSaver until the kickstart fund is restored,helping build a supercomputer because no-one's making giant robots anyhow it's keeping busy until the send me to mars all tweets cc-by http://t.co/mtenmjd6xx,@bentorkington nzinlandrevenue ..don't bother with kiwisaver until the kickstart fund is restored
female,Train like you've been picked for the Hunger Games,ABB8C2,https://pbs.twimg.com/profile_images/658624656304308224/Ies3fy4s_normal.jpg,FFFFFF,Hello from the... Nah,train like you've been picked for the hunger games,hello from the.. nah
female,"24/CreoleMixed/BornInNewOrleans,RaisedInTexas/Love God,Family,Friends,Education,$,Sleep,Text,Food,Movies,Music,Clothes, Makeup,Nature,Animals & Colors.",D02B55,https://pbs.twimg.com/profile_images/649838232021004289/qG3uu_gw_normal.jpg,829D5E,â€œ@thacelebritea Seen on the Scene: Spotted #RavenSymone out and about earlier this week [r.p @theybfdaily ] https://t.co/sjNH93a0L3â€ù â˜ºï¸èâ˜ºï¸èâ˜ºï¸è,"24/creolemixed/borninneworleans,raisedintexas/love god,family,friends,education,$,sleep,text,food,movies,music,clothes makeup,nature,animals colors.",â˚Ô@thacelebritea seen on the scene spotted ravensymone out and about earlier this week r.p theybfdaily https://t.co/sjnh93a0l3â˚ ˜ºï¸èâ˜ºï¸èâ˜ºï¸è
female,"hi ! my name is Louanne , I am great fan of Justin Bieber and I love you ! â™¥â™ª*O*",0084B4,https://pbs.twimg.com/profile_images/645361017980067840/h_TDb28z_normal.jpg,C0DEED,"@justinbieber  Too much swag the Acoustic version. you are too cool, kept silent makes me laughter has the end with vibratos lol _Ÿ˜ç_Ÿ˜…",hi my name is louanne i am great fan of justin bieber and i love you ™¥â™ª*o*,@justinbieber too much swag the acoustic version you are too cool kept silent makes me laughter has the end with vibratos lol _˘˜ç_˘˜È
female,National Security & Foreign Policy Editor @CQNOW. Pulitzer Crisis Center Grantee. Former Qatar Expat. Medill grad. Retweets not endorsement.,FF0000,https://pbs.twimg.com/profile_images/582009178169978880/SgOvDhQA_normal.jpg,FFFFFF,Listen to @johnmdonnelly discussing his exclusive reporting on potentially fatal flaws in #F35 ejector seat https://t.co/rZ1BEKbY6P @CQnow,national security foreign policy editor cqnow pulitzer crisis center grantee former qatar expat medill grad retweets not endorsement.,listen to johnmdonnelly discussing his exclusive reporting on potentially fatal flaws in f35 ejector seat https://t.co/rz1bekby6p cqnow
female,"writer // stoop hen. into books, punk and gin. writes for cash at @iqmediacorp. working on @nsfwstory. foul mouth cyclist.",6C1927,https://pbs.twimg.com/profile_images/613434331395035136/Qh-bDhU1_normal.jpg,F2E195,@BarCampPhilly @FlipperPA Yes! Would love to throw in the hat in for a couple local folks over at @iQmediacorp. Happy to arrange a meet.,writer stoop hen into books punk and gin writes for cash at iqmediacorp working on nsfwstory foul mouth cyclist.,@barcampphilly flipperpa yes would love to throw in the hat in for a couple local folks over at iqmediacorp happy to arrange a meet.
male,"Christian, Conservative, Baptist, Believer in Constitution and founders. Own Book Business. Republican. Theologian, Historian.",0084B4,https://pbs.twimg.com/profile_images/3047508185/df2dd7d82e3e05e6e9e38e81d06c074d_normal.jpeg,C0DEED,We have a chance for the first time in decades to elect someone who will not be owned by lobby groups or big corporations. Or Saudi Arabia,christian conservative baptist believer in constitution and founders own book business republican theologian historian.,we have a chance for the first time in decades to elect someone who will not be owned by lobby groups or big corporations or saudi arabia
male,19,0084B4,https://pbs.twimg.com/profile_images/658022889577402376/cqefDuYm_normal.jpg,C0DEED,The little things you do always get me heated,19,the little things you do always get me heated
male,"Health Nut, Retired Teacher, Family Man, Programmer, Developer, Technician, PC4CNC, Entrepreneur more â™¥ God",0F00FF,https://pbs.twimg.com/profile_images/568045598213812225/ZZQ8Sra5_normal.jpeg,65B0DA,"Corporate welfare is the worst. Dark funds for the Military industrial complex is another. 

All these posts with... https://t.co/awmdynzFxZ",health nut retired teacher family man programmer developer technician pc4cnc entrepreneur more ™ god,corporate welfare is the worst dark funds for the military industrial complex is another all these posts with.. https://t.co/awmdynzfxz
male,you dont need to much about me cuz my action and characters will tell you who i am. I am kingabdul,0084B4,https://pbs.twimg.com/profile_images/645158023229513728/hNPkckec_normal.jpg,C0DEED,"Rapper Tyga to appear on the next season of KUWTK and he Will Get $25k Per Appearance
- See more &gt;&gt;... https://t.co/b1Rw1LkjHG",you dont need to much about me cuz my action and characters will tell you who i am i am kingabdul,rapper tyga to appear on the next season of kuwtk and he will get 25k per appearance see more gt;&gt;.. https://t.co/b1rw1lkjhg
female,"sick from the lips, caramel wanna try it? #BAFHOUSE #TeamPrettyPothead the perfect balance between badass and feminie. di Hempress -Empress;",FF0000,https://pbs.twimg.com/profile_images/413397954024579072/1rr_Ut1b_normal.jpeg,FFFFFF,"#Earth teach me quiet ~
.
.
.
as the grasses are still with new light.",sick from the lips caramel wanna try it bafhouse teamprettypothead the perfect balance between badass and feminie di hempress empress;,#earth teach me quiet as the grasses are still with new light.
male,OWNER OF JLJ HOLDINGS LLC REAL ESTATE CONSULTANT. OWNER OF FEEL REAL ESTATE SERVICE LLC,CC3366,https://pbs.twimg.com/profile_images/504633549182365696/jTWS5X8P_normal.jpeg,DBE9ED,Nothing like the midwest. Had a great weekend at The Ruffin's wedding. Im glad we all came togetherâ€_ https://t.co/DrK2UkEKxV,owner of jlj holdings llc real estate consultant owner of feel real estate service llc,nothing like the midwest had a great weekend at the ruffin's wedding im glad we all came togetherâ˚_ https://t.co/drk2ukekxv
female,finna be LIT. Vancini,0084B4,https://pbs.twimg.com/profile_images/657302870753054721/fpQibqOb_normal.jpg,C0DEED,Take me back to the time when your clothes took up my drawers,finna be lit vancini,take me back to the time when your clothes took up my drawers
female,insta: brownlouise,A39DA3,https://pbs.twimg.com/profile_images/653248320157126656/3hdSXZ6b_normal.jpg,FFFFFF,"@ell_morton i just face timed him like 5 mins ago and they're @ the airport in Dallas, getting a plane in 2 hours. They're okay _Ÿ˜…_Ÿ˜…",insta brownlouise,@ell_morton i just face timed him like 5 mins ago and they're the airport in dallas getting a plane in 2 hours they're okay _˘˜È_˘˜È
female,i'm is a Czech adult model and pornographic actress with 42-inch natural breasts currently livin in london. You can follow me and retweet me every day:) luv u,0084B4,https://pbs.twimg.com/profile_images/538311725540728834/GZXDAPl2_normal.jpeg,C0DEED,"luv them Photo https://t.co/TeMkNK17aO for the best busty boobs click here or on image#bustyfriends bignaturals, bâ€_ https://t.co/RSbkiea90U",i'm is a czech adult model and pornographic actress with 42-inch natural breasts currently livin in london you can follow me and retweet me every day: luv u,luv them photo https://t.co/temknk17ao for the best busty boobs click here or on image#bustyfriends bignaturals bâ˚_ https://t.co/rsbkiea90u
female,Tammy Râù_ï¸è| sc:kredo3x |,0C04E0,https://pbs.twimg.com/profile_images/658728455295651840/jeJm9KHr_normal.jpg,FFFFFF,The woes_Ÿ˜__Ÿ_˜_Ÿ’‚ https://t.co/CXWHx6DTgW,tammy râù_ï¸è sc:kredo3x ,the woes_˘˜__˘_˜_˘ı‚ https://t.co/cxwhx6dtgw
female,"I love Jesus, Miranda Lambert, JLE, leopard print & a little Jack in my Coke.",0099CC,https://pbs.twimg.com/profile_images/652909404929572864/uDEGk0C__normal.jpg,FFF8AD,Too excited to spend my Halloween night in the PIT with @sigmonmakenzie &amp; @ChrisYoungMusic _Ÿç»_Ÿ__,i love jesus miranda lambert jle leopard print a little jack in my coke.,too excited to spend my halloween night in the pit with sigmonmakenzie amp chrisyoungmusic _˘çË_˘__
male,"We've helped over 40,000 people with debt, tax and estate problems since 1985. We're as friendly as we seem on TV! With our experience, why go anywhere else!",0084B4,https://pbs.twimg.com/profile_images/1452120480/DSC_0140-Edit_normal.jpg,A8C7F7,"At Steidl &amp; Steinberg, we understand that owing #money to the #IRS or the state is scary. We can help: https://t.co/riC1oHcD1A","we've helped over 40,000 people with debt tax and estate problems since 1985 we're as friendly as we seem on tv with our experience why go anywhere else!",at steidl amp steinberg we understand that owing money to the irs or the state is scary we can help https://t.co/ric1ohcd1a
female,"Se un uomo non Ã¨ disposto a correre qualche rischio per le sue idee, o le sue idee non valgono nulla, o non vale nulla lui (cit.)",0084B4,https://pbs.twimg.com/profile_images/595690233884241921/TYGiO3Pf_normal.jpg,C0DEED,1 amazing follower in the last week and there will be more tomorrow. Growing with https://t.co/MIjN2Phyly,se un uomo non Ï disposto a correre qualche rischio per le sue idee o le sue idee non valgono nulla o non vale nulla lui cit.),1 amazing follower in the last week and there will be more tomorrow growing with https://t.co/mijn2phyly
male,"Full-time cruising sailor, writer, abiding interest in books, boats, the sea, and classic guitar",0084B4,https://pbs.twimg.com/profile_images/1385870300/Bud_12.30.2010_normal.jpg,FFFFFF,"Drugs, greed, and kidnapping  plague Dani and Liz - Bluewater Ganja, 9th of the Bluewater Thrillers #IAN1 #sailing https://t.co/60BrKidlAP",full-time cruising sailor writer abiding interest in books boats the sea and classic guitar,drugs greed and kidnapping plague dani and liz bluewater ganja 9th of the bluewater thrillers ian1 sailing https://t.co/60brkidlap
male,"| @BamBam1A â™¡ | JYP Nation | September 6th, Park Jaehyung called me broski",0084B4,https://pbs.twimg.com/profile_images/658318714568339456/c3fWQii7_normal.jpg,FFFFFF,the sky is making weird ass noises, bambam1a ™· jyp nation september 6th park jaehyung called me broski,the sky is making weird ass noises
male,"Creator of On Location Education, the nationâ€™s premier educational consulting service for young performers. Passion for education, film, theater & crime dramas.",6FBC1F,https://pbs.twimg.com/profile_images/577526231068864512/A_uwgf1-_normal.jpeg,C0DEED,MT @nytimesarts: The longest-running play in America is set to open in NYC for the 1st time https://t.co/65oIQVi9M8 https://t.co/6WIFY90anM,creator of on location education the nationâ˚™s premier educational consulting service for young performers passion for education film theater crime dramas.,mt nytimesarts the longest-running play in america is set to open in nyc for the 1st time https://t.co/65oiqvi9m8 https://t.co/6wify90anm
female,Lover of all outdoor things âœ_ Subtly charming geek âœ_ Massage Therapist âœ_ Mindful,0084B4,https://pbs.twimg.com/profile_images/654678470736277504/uvmjLJkx_normal.jpg,C0DEED,The #fate of Europeâ€™s net neutrality will be decided tomorrow https://t.co/zgqa8d49qX https://t.co/5Qk8zDNPQq,lover of all outdoor things Ô_ subtly charming geek Ô_ massage therapist Ô_ mindful,the fate of europeâ˚™s net neutrality will be decided tomorrow https://t.co/zgqa8d49qx https://t.co/5qk8zdnpqq
male,Talent Board @TheCandEs VP | @TalentCulture #TChat Show Co-Founder/Co-host | TAS/HCS Certified #HR #Recruiting | Writer | Wannabe Drummer | Grateful Father,0000FF,https://pbs.twimg.com/profile_images/597936727718670336/lj5Y3mac_normal.jpg,FFFFFF,Selling the #Recruiting Process Isnâ€™t a Gamble - https://t.co/Qbsl8ix3dy #HR #TheCandEs #TChat #HRTechConf,talent board thecandes vp talentculture tchat show co-founder/co-host tas/hcs certified hr recruiting writer wannabe drummer grateful father,selling the recruiting process isnâ˚™t a gamble https://t.co/qbsl8ix3dy hr thecandes tchat hrtechconf
female,sure fine whatever,D8B3F2,https://pbs.twimg.com/profile_images/654399112608149504/mblD_rb1_normal.jpg,FFFFFF,"I just bought tickets for Post War Glamour Girls  at The Cookie, Leicester from https://t.co/BP7THGHF37! https://t.co/efU07V6cN3 via @ents24",sure fine whatever,i just bought tickets for post war glamour girls at the cookie leicester from https://t.co/bp7thghf37 https://t.co/efu07v6cn3 via ents24
male,"When the going gets tough, the tough get going...",0084B4,https://pbs.twimg.com/profile_images/558958013319376896/dA2XCm2-_normal.jpeg,C0DEED,Fantastic launch by @Snapdeal All apps now run smoothly on OnePlus One thanks to the quad core processor! https://t.co/2yMa7R3PcU 4742,when the going gets tough the tough get going...,fantastic launch by snapdeal all apps now run smoothly on oneplus one thanks to the quad core processor https://t.co/2yma7r3pcu 4742
male,Formerly leading Edelman Indonesia & Public Affairs across SE Asia. Joining http://t.co/gSCDAs5An1 September 1st as Senior Vice President & Brazil lead,003CB3,https://pbs.twimg.com/profile_images/616567621987610624/t7xkDwT1_normal.jpg,FFFFFF,7 new unfollowers and 5 new followers (hello! hello!) in the last week. Via https://t.co/WL2CRq09dV,formerly leading edelman indonesia public affairs across se asia joining http://t.co/gscdas5an1 september 1st as senior vice president brazil lead,7 new unfollowers and 5 new followers hello hello! in the last week via https://t.co/wl2crq09dv
male,Featured NFL Columnist and Gameday Writer for Bleacher Report. Former Army engineer. Lover of all things sarcasm and satire. PFWA member.,0084B4,https://pbs.twimg.com/profile_images/641123509888913409/TIw5Yt9T_normal.jpg,C0DEED,"Except for a couple of broken plays, the Jets did a really good job countering what New England does well on O and exploiting D weaknesses",featured nfl columnist and gameday writer for bleacher report former army engineer lover of all things sarcasm and satire pfwa member.,except for a couple of broken plays the jets did a really good job countering what new england does well on o and exploiting d weaknesses
